Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
5280,US-2018-104094,2018-07-09,2018-11-09,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Milwaukee,Wisconsin,-12327,Central,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48
5281,CA-2018-152709,2018-07-10,2018-12-10,Standard Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,-17302,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52
5282,CA-2016-105158,2016-05-09,2016-10-09,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,-9635,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16
5286,CA-2018-105991,2018-05-05,2018-06-05,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,14491,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24
5296,CA-2018-142174,2018-04-03,2018-09-03,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,11505,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,89.568
5316,CA-2017-154060,2017-02-05,2017-08-05,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056
5317,US-2018-162558,2018-02-10,2018-05-10,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,-27618,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808
5325,CA-2016-119508,2016-04-12,2016-09-12,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,25176,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9
5328,CA-2015-130813,2015-06-01,2015-08-01,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,24513,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44
5329,CA-2016-120320,2016-05-03,2016-09-03,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,11500,Central,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92
5331,CA-2017-123120,2017-04-09,2017-08-09,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94
5349,CA-2016-149811,2016-04-01,2016-10-01,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,-10411,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34
5352,CA-2017-123932,2017-06-09,2017-12-09,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,9681,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,41.92
5354,US-2017-101616,2017-03-09,2017-06-09,First Class,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,5667,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28
5358,CA-2015-150490,2015-05-08,2015-11-08,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,28586,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36
5362,CA-2018-100951,2018-09-06,2018-10-06,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,9681,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76
5371,US-2018-136721,2018-08-04,2018-12-04,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,-17299,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96
5378,CA-2015-125542,2015-05-12,2015-07-12,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488
5382,CA-2017-149195,2017-05-09,2017-07-09,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,11534,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92
5391,CA-2018-163874,2018-10-11,2018-12-11,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Seattle,Washington,32569,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352
5418,CA-2015-132542,2015-06-10,2015-08-10,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,2568,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36
5424,CA-2018-103009,2018-03-11,2018-05-11,Second Class,PJ-18835,Patrick Jones,Corporate,United States,Richmond,Kentucky,-25061,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.4
5426,CA-2017-153598,2017-03-12,2017-06-12,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,24509,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95
5429,CA-2017-113096,2017-02-09,2017-04-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,28586,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53
5430,CA-2015-136861,2015-05-09,2015-07-09,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,-31826,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984
5437,CA-2015-103317,2015-05-07,2015-08-07,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52
5440,CA-2017-167115,2017-04-04,2017-09-04,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784
5459,CA-2018-116680,2018-04-09,2018-06-09,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,28586,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344
5488,CA-2018-134495,2018-01-04,2018-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976
5496,CA-2016-113523,2016-04-09,2016-08-09,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656
5503,CA-2018-127782,2018-02-11,2018-06-11,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312
5507,US-2017-162026,2017-08-10,2017-08-10,Same Day,JE-15745,Joel Eaton,Consumer,United States,Los Angeles,California,24500,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96
5509,CA-2016-168529,2016-08-10,2016-12-10,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,San Francisco,California,28586,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9
5518,CA-2018-117667,2018-04-12,2018-09-12,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,239.96
5523,CA-2017-110982,2017-05-06,2017-07-06,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,29515,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,21.552
5525,CA-2017-147123,2017-10-12,2017-12-12,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Long Beach,California,25269,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28
5528,CA-2016-142055,2016-08-05,2016-10-05,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,10009,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94
5530,CA-2018-136609,2018-06-08,2018-11-08,Standard Class,TB-21355,Todd Boyes,Corporate,United States,Cedar Hill,Texas,9568,Central,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296
5531,CA-2018-160885,2018-02-12,2018-06-12,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,2568,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96
5532,US-2017-167472,2017-06-06,2017-07-06,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,6673,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94
5547,CA-2018-151008,2018-07-09,2018-08-09,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Draper,Utah,18484,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16
5556,CA-2018-116113,2018-02-10,2018-06-10,Second Class,JW-15220,Jane Waco,Corporate,United States,Montgomery,Alabama,-29420,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",10.16
5559,US-2016-114741,2016-06-12,2016-10-12,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,23495,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48
5572,CA-2015-151162,2015-05-12,2015-09-12,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,-22307,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376
5582,CA-2018-163818,2018-04-10,2018-08-10,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Clinton,Maryland,20735,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,19.98
5590,CA-2017-115224,2017-08-12,2017-11-12,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,28574,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05
5600,CA-2015-108903,2015-03-10,2015-03-10,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,-22307,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984
5605,CA-2016-142475,2016-03-12,2016-07-12,Standard Class,BS-11380,Bill Stewart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352
5609,CA-2016-168634,2016-06-12,2016-11-12,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Francisco,California,28573,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78
5611,CA-2016-145828,2016-05-10,2016-07-10,First Class,MB-17305,Maria Bertelson,Consumer,United States,Cincinnati,Ohio,-20305,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04
5614,CA-2017-147431,2017-02-02,2017-07-02,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96
5635,CA-2016-134943,2016-05-12,2016-06-12,First Class,SU-20665,Stephanie Ulpright,Home Office,United States,Ann Arbor,Michigan,-17432,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,152.8
5636,CA-2018-123022,2018-03-09,2018-08-09,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,26405,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56
5642,CA-2018-106355,2018-02-04,2018-05-04,First Class,AT-10435,Alyssa Tate,Home Office,United States,Meriden,Connecticut,6450,East,OFF-AR-10000246,Office Supplies,Art,Newell 318,11.12
5643,CA-2017-127985,2017-01-04,2017-05-04,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7.04
5647,CA-2016-104241,2016-04-01,2016-09-01,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304,South,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,192.22
5648,CA-2018-168179,2018-02-11,2018-07-11,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Salt Lake City,Utah,18570,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44
5653,CA-2018-109099,2018-06-10,2018-11-10,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10009,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,40.99
5654,US-2015-134187,2015-04-11,2015-11-11,Standard Class,TH-21235,Tiffany House,Corporate,United States,Long Beach,California,25269,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,2.94
5671,CA-2016-141012,2016-09-06,2016-11-06,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,17665,West,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36
5683,CA-2015-164315,2015-02-04,2015-08-04,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,15.84
5686,CA-2016-131072,2016-05-11,2016-05-11,Same Day,KL-16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,32569,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",98.352
5696,CA-2017-126165,2017-05-05,2017-07-05,Second Class,AH-10465,Amy Hunt,Consumer,United States,San Francisco,California,28573,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088
5699,CA-2017-143441,2017-05-11,2017-05-11,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,12505,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,11.84
5700,CA-2018-148320,2018-03-11,2018-08-11,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,28573,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,35.88
5706,CA-2015-155593,2015-03-11,2015-08-11,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64
5714,US-2015-143707,2015-01-03,2015-05-03,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94
5716,CA-2016-124107,2016-09-10,2016-12-10,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,-17432,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
5727,CA-2016-110548,2016-04-05,2016-08-05,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Houston,Texas,11559,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344
5747,CA-2017-113733,2017-08-12,2017-12-12,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584
5754,CA-2017-118514,2017-03-02,2017-10-02,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,-25061,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4
5764,CA-2016-162047,2016-03-11,2016-05-11,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82
5765,CA-2016-117772,2016-10-09,2016-12-09,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,32567,West,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88
5768,CA-2018-126396,2018-08-09,2018-12-09,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,11534,Central,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2
5777,CA-2017-105277,2017-04-12,2017-08-12,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528
5778,CA-2017-112060,2017-04-12,2017-09-12,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,28573,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85
5781,US-2016-159513,2016-02-04,2016-09-04,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,24513,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976
5785,CA-2018-141117,2018-02-10,2018-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,31941,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764
5807,CA-2017-149783,2017-04-09,2017-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,-27618,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192
5810,CA-2017-125017,2017-06-02,2017-11-02,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,-28115,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224
5814,CA-2016-150196,2016-02-07,2016-03-07,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44
5825,CA-2015-115056,2015-02-05,2015-02-05,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,-22307,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136
5826,CA-2018-161067,2018-03-09,2018-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4
5830,CA-2017-122063,2017-03-12,2017-07-12,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,-18162,Central,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,581.96
5855,CA-2016-112214,2016-05-08,2016-11-08,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,9684,Central,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488
5859,US-2018-153255,2018-03-09,2018-07-09,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Concord,California,28985,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666
5860,CA-2016-108119,2016-01-11,2016-08-11,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,Conway,Arkansas,6496,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96
5862,CA-2017-101525,2017-01-05,2017-04-05,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,6673,South,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,109.92
5865,US-2015-117968,2015-05-08,2015-07-08,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47
5868,CA-2017-158211,2017-04-01,2017-08-01,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,4.672
5870,CA-2017-152247,2017-07-11,2017-12-11,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,16465,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136
5874,CA-2018-133095,2018-04-06,2018-04-06,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,6865,South,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,108.08
5876,CA-2016-130554,2016-07-04,2016-09-04,First Class,FM-14290,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,11.736
5880,CA-2017-133319,2017-05-09,2017-11-09,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16
5888,CA-2018-151596,2018-08-10,2018-11-10,First Class,BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76
5889,CA-2016-147879,2016-07-05,2016-12-05,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Owensboro,Kentucky,-23235,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,45.68
5896,CA-2015-168305,2015-01-11,2015-08-11,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,24513,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4
5898,CA-2017-167682,2017-03-04,2017-09-04,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,-18162,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12
5903,US-2018-153948,2018-06-11,2018-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,28586,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94
5908,US-2017-113985,2017-02-12,2017-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,29587,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704
5926,CA-2018-150420,2018-03-06,2018-08-06,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,32690,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1099.5
5927,US-2015-118997,2015-08-04,2015-12-04,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,-29935,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92
5930,US-2018-169551,2018-07-07,2018-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,87.21
5936,CA-2017-103107,2017-04-07,2017-04-07,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,32567,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4
5949,CA-2018-161046,2018-05-03,2018-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,-26865,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68
5973,CA-2018-115105,2018-06-02,2018-11-02,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10024,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784
5994,CA-2017-162187,2017-11-12,2017-11-12,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,-22307,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96
6005,CA-2018-107244,2018-07-09,2018-11-09,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Los Angeles,California,24468,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76
6006,CA-2016-100657,2016-02-11,2016-07-11,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764
6008,CA-2018-129028,2018-01-04,2018-03-04,First Class,GB-14530,George Bell,Corporate,United States,Florence,South Carolina,29501,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95
6014,CA-2017-159016,2017-10-03,2017-11-03,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,24472,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9
6016,CA-2015-102652,2015-06-04,2015-12-04,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,24513,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96
6020,CA-2015-152422,2015-05-10,2015-10-10,Second Class,BD-11635,Brian Derr,Consumer,United States,Columbus,Ohio,-22307,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92
6031,US-2018-152492,2018-06-07,2018-06-07,Same Day,AH-10585,Angele Hood,Consumer,United States,Miami,Florida,-32394,South,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24
6037,CA-2017-131205,2017-04-09,2017-08-09,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,-25212,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6
6043,CA-2017-117912,2017-04-02,2017-08-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,20099,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368
6046,CA-2016-113215,2016-03-09,2016-08-09,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,Tucson,Arizona,20169,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152
6048,CA-2016-105571,2016-07-11,2016-11-11,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,-32394,South,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146
6058,CA-2015-107524,2015-02-03,2015-08-03,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36
6066,CA-2016-119942,2016-05-04,2016-07-04,First Class,TT-21070,Ted Trevino,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,23.904
6077,CA-2017-151561,2017-01-09,2017-07-09,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9
